Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
PUERTO RICO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,22,,49,,106,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
HAWAII,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,38,,66,,"HAWAII
(21.30485232600006, -157.85774798099996)",
COLORADO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,48,,107,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WEST VIRGINIA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,28,,27,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MICHIGAN,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,18,,56,,150,,149,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
UTAH,2015,14,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,3,,6,,17,,75,,81,,"UTAH
(39.36070123200005, -111.58712831499997)",
FLORIDA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,63,,104,,226,,835,,924,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH DAKOTA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,13,,17,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MAINE,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,6,,17,,22,,"MAINE
(45.25422910300006, -68.98502586699993)",
OKLAHOMA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,13,,53,,71,,93,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MARYLAND,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,14,,50,,152,,157,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
CONNECTICUT,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,70,,74,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
INDIANA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,75,,115,,"INDIANA
(39.766913353000064, -86.14995646699998)",
PENNSYLVANIA,2015,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,26,,69,,176,,196,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WISCONSIN,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,66,,16,,136,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ILLINOIS,2015,14,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,27,,61,,187,,271,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEW JERSEY,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,10,,177,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MINNESOTA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
LOUISIANA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,21,,50,,117,,139,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
RHODE ISLAND,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,11,,16,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
SOUTH CAROLINA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,21,,77,,144,,140,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
DELAWARE,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,15,,20,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
CALIFORNIA,2015,14,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,14,,83,,133,,564,,775,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WASHINGTON,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,13,,64,,114,,75,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MONTANA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,33,,28,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MISSISSIPPI,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,59,,71,,100,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
IOWA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,24,,128,,82,,"IOWA
(42.469401411000035, -93.81648725599996)",
VERMONT,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,16,,20,,"VERMONT
(43.62538389600007, -72.51763667599994)",
TENNESSEE,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,16,,54,,110,,127,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MASSACHUSETTS,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,22,,54,,173,,157,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WYOMING,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,12,,11,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW MEXICO,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,42,,53,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARKANSAS,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,12,,29,,74,,54,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
KENTUCKY,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,72,,94,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GEORGIA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,36,,91,,245,,239,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ALABAMA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,42,,174,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
OREGON,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,8,,17,,70,,65,,"OREGON
(44.56745049300008, -120.15502935599994)",
NORTH CAROLINA,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,24,,190,,275,,364,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TEXAS,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,54,,98,,222,,705,,452,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEBRASKA,2015,14,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,5,,13,,56,,28,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
UNITED STATES,2015,15,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,319,,871,,1587,,6870,,7570,,,
NEW ENGLAND,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,40,,88,,329,,355,,,
MID. ATLANTIC,2015,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,40,,72,,187,,663,,794,,,
E.N. CENTRAL,2015,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,17,,94,,202,,727,,972,,,
W.N. CENTRAL,2015,15,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,12,,41,,79,,414,,345,,,
S. ATLANTIC,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,117,,236,,561,,1995,,2139,,,
DIST. OF COL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,12,,"DIST. OF COL.
",
E.S. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,58,,155,,317,,528,,,
W.S. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,50,,161,,278,,1023,,813,,,
MOUNTAIN,2015,15,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,41,,54,,95,,511,,569,,,
PACIFIC,2015,15,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,24,,108,,187,,891,,1055,,,
AMER. SAMOA,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,50,,52,,191,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
GUAM,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW HAMPSHIRE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,23,,39,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
OREGON,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,8,,17,,81,,72,,"OREGON
(44.56745049300008, -120.15502935599994)",
WEST VIRGINIA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,12,,35,,28,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MICHIGAN,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,18,,56,,161,,167,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALASKA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,5,,14,,15,,"ALASKA
(64.84507799500005, -147.72205958799998)",
MAINE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,2,,6,,22,,24,,"MAINE
(45.25422910300006, -68.98502586699993)",
ILLINOIS,2015,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,27,,61,,214,,302,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
INDIANA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,40,,88,,129,,"INDIANA
(39.766913353000064, -86.14995646699998)",
LOUISIANA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,21,,50,,120,,146,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MINNESOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
VIRGINIA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,20,,58,,155,,137,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
DELAWARE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,16,,21,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH CAROLINA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,21,,77,,151,,148,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,13,,19,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW MEXICO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,50,,59,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MASSACHUSETTS,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,54,,173,,174,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KANSAS,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,21,,79,,64,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEBRASKA,2015,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,5,,13,,57,,31,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
PUERTO RICO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,15,,34,,89,,138,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ARKANSAS,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,29,,74,,56,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MONTANA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,34,,33,,"MONTANA
(47.06652795700006, -109.42441587999997)",
KENTUCKY,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,27,,72,,102,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
HAWAII,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,15,,47,,69,,"HAWAII
(21.30485232600006, -157.85774798099996)",
TENNESSEE,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,54,,125,,133,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEVADA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,8,,33,,24,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,15,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,8,,83,,133,,626,,824,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
IDAHO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,31,,3,,9,,77,,32,,"IDAHO
(43.68263174800006, -114.36372693399994)",
PENNSYLVANIA,2015,15,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,4,,26,,69,,184,,216,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WYOMING,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,12,,13,,"WYOMING
(43.23554100600006, -108.10982701399996)",
OKLAHOMA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,13,,53,,82,,98,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
GEORGIA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,36,,93,,275,,266,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
RHODE ISLAND,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,11,,17,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
IOWA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,10,,24,,147,,87,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW YORK CITY,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,17,,35,,186,,187,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
SOUTH DAKOTA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,32,,34,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSISSIPPI,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,12,,59,,77,,106,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CONNECTICUT,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,84,,80,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
FLORIDA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,70,,104,,226,,906,,982,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ARIZONA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,19,,41,,179,,192,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,16,,21,,"VERMONT
(43.62538389600007, -72.51763667599994)",
COLORADO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,48,,126,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALABAMA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,19,,54,,43,,187,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MISSOURI,2015,15,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,16,,36,,86,,110,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NORTH CAROLINA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,24,,190,,293,,381,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MARYLAND,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,50,,164,,164,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UTAH,2015,15,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,2,,7,,17,,78,,90,,"UTAH
(39.36070123200005, -111.58712831499997)",
OHIO,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,23,,46,,247,,219,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEW YORK,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,28,,23,,57,,241,,200,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WISCONSIN,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,66,,17,,155,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WASHINGTON,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,14,,64,,123,,75,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TEXAS,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,38,,98,,223,,747,,513,,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,16,1,,0,,1,,2,,2,,,-,0,,0,,,-,1,,355,,873,,1585,,7600,,8198,,,
NEW ENGLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,40,,87,,373,,387,,,
MID. ATLANTIC,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,52,,72,,187,,734,,862,,,
E.N. CENTRAL,2015,16,1,,0,,1,,1,,,-,,-,0,,0,,,-,1,,29,,94,,202,,818,,1057,,,
W.N. CENTRAL,2015,16,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,6,,42,,79,,455,,369,,,
S. ATLANTIC,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,155,,236,,561,,2183,,2275,,,
DIST. OF COL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,,-,13,,"DIST. OF COL.
",
E.S. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,58,,155,,374,,569,,,
W.S. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,68,,162,,279,,1126,,895,,,
MOUNTAIN,2015,16,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,14,,56,,95,,580,,612,,,
PACIFIC,2015,16,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,8,,105,,187,,957,,1172,,,
AMER. SAMOA,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,16,,21,,"VERMONT
(43.62538389600007, -72.51763667599994)",
MAINE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,6,,24,,27,,"MAINE
(45.25422910300006, -68.98502586699993)",
MONTANA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,3,,29,,60,,34,,"MONTANA
(47.06652795700006, -109.42441587999997)",
PENNSYLVANIA,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,9,,26,,69,,201,,233,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
IDAHO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,3,,31,,81,,35,,"IDAHO
(43.68263174800006, -114.36372693399994)",
OHIO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,23,,46,,272,,241,,"OHIO
(40.060212455000055, -82.40425667899996)",
ILLINOIS,2015,16,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,27,,61,,247,,320,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
CALIFORNIA,2015,16,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,1,,81,,133,,675,,912,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NORTH DAKOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,8,,14,,20,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
PUERTO RICO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,15,,34,,89,,152,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
ARIZONA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,19,,41,,192,,204,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
LOUISIANA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,21,,50,,150,,159,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
SOUTH CAROLINA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,21,,77,,174,,155,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
CONNECTICUT,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,23,,93,,87,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IOWA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,23,,153,,96,,"IOWA
(42.469401411000035, -93.81648725599996)",
VIRGINIA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,20,,58,,171,,147,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
GEORGIA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,35,,93,,295,,282,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
FLORIDA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,92,,104,,226,,999,,1052,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW ENGLAND,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,42,,87,,533,,569,,,
NEVADA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,8,,42,,26,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KENTUCKY,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,10,,27,,96,,105,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WISCONSIN,2015,16,1,,0,,0,,1,,,-,,-,0,,0,,,-,,-,,-,12,,66,,22,,169,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WASHINGTON,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,14,,64,,123,,84,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
OREGON,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,8,,17,,91,,80,,"OREGON
(44.56745049300008, -120.15502935599994)",
KANSAS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,86,,65,,"KANSAS
(38.347742794000055, -98.20077822999997)",
DELAWARE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,15,,16,,21,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW MEXICO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,16,,54,,62,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
COLORADO,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,48,,137,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MASSACHUSETTS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,22,,53,,203,,191,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ALASKA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,5,,15,,20,,"ALASKA
(64.84507799500005, -147.72205958799998)",
MISSOURI,2015,16,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,16,,36,,86,,122,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW JERSEY,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,13,,50,,63,,211,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WEST VIRGINIA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,35,,33,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW YORK,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,23,,57,,264,,217,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MINNESOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
TENNESSEE,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,16,,54,,140,,147,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MARYLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,50,,174,,172,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UTAH,2015,16,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,7,,17,,90,,99,,"UTAH
(39.36070123200005, -111.58712831499997)",
RHODE ISLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,12,,11,,20,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
ARKANSAS,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,29,,74,,61,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
